scenario,scenario_label,prop_drop_fraction_of_chord,prop_drop_fraction_of_diameter,prop_drop_m,alpha_deg,cl_total,cd_total,cm_total
clean_blowing,Clean blown wing,0.0,0.0,0.0,25.733333333333334,2.984261262941358,1.6228642841790182,-0.8437928293341195
clean_blowing,Clean blown wing,0.0,0.0,0.0,26.016666666666666,2.8588810598161163,1.5784206777846306,-0.8118757035102484
clean_blowing,Clean blown wing,0.0,0.0,0.0,26.299999999999997,2.718562544445471,1.5229967308829544,-0.775235847059156
clean_blowing,Clean blown wing,0.0,0.0,0.0,26.583333333333336,2.5663133533614726,1.4580983795321059,-0.7347328585570138
clean_blowing,Clean blown wing,0.0,0.0,0.0,26.866666666666667,2.4064600856569696,1.3860732734159895,-0.6916122379726567
clean_blowing,Clean blown wing,0.0,0.0,0.0,27.15,2.244200510778727,1.3098955876121359,-0.647382858047459
clean_blowing,Clean blown wing,0.0,0.0,0.0,27.43333333333333,2.08494244124533,1.2328045248237949,-0.6036298545143141
clean_blowing,Clean blown wing,0.0,0.0,0.0,27.71666666666667,1.9336040824131926,1.1578909886797877,-0.5618124582071262
clean_blowing,Clean blown wing,0.0,0.0,0.0,28.0,1.7940630910371123,1.087744654107562,-0.5231012442419658
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-6.0,2.9906893540045227,6.4328578800053915,-0.5680651892547021
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-5.716666666666667,3.038297650313463,6.485313521997497,-0.5801271221995872
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-5.433333333333334,3.0818751622673517,6.537469959354526,-0.5908650924390533
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-5.15,3.126405547911324,6.589074271232643,-0.6015595346279239
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-4.866666666666667,3.18478595055058,6.642089738587677,-0.6112803507068638
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-4.583333333333334,3.2449943292640575,6.695172139484581,-0.6187476684392041
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-4.3,3.2987968197559896,6.748269045239514,-0.6249693537240126
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-4.016666666666667,3.352260510336543,6.801000016145144,-0.6304739966589806
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-3.7333333333333334,3.4056672982346057,6.852459670542998,-0.6355806575607046
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-3.45,3.4583781693018496,6.902841340327901,-0.6405099348594161
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-3.166666666666667,3.5108603378263448,6.952245314725166,-0.6453308746595796
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-2.8833333333333333,3.563328284004708,7.000540309839701,-0.6500985696351153
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-2.6,3.61590125445687,7.047711103502118,-0.654898252614419
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-2.316666666666667,3.6685584975398635,7.093813420073933,-0.6598615574838796
slotted_flap_blowing,Slotted flap + blowing,0.0,0.0,0.0,-2.033333333333333,3.720864675352336,7.138844668098324,-0.6651184046680917
