airfoil,flap_deflection_deg,cmu,veff_mps,reynolds,reynolds_inf,q_ratio,alpha_deg,cl_local,cd_local,cm_local,cl_equiv,cd_equiv,cm_equiv,cx_equiv,cl_wing_ref,cd_wing_ref,cm_wing_ref,cx_wing_ref
s1210,0.0,0.0,4.0,94751.38121546962,94751.38121546962,1.0,3.8000000000000007,1.442180898898508,0.026300534595467977,-0.2413137476048394,1.442180898898508,0.026300534595467977,-0.2413137476048394,-0.12182166528860622,1.4353532374783873,0.026176020988663742,-0.2401713052344511,-0.1212449296759926
s1210,0.0,0.0,4.0,94751.38121546962,94751.38121546962,1.0,4.0,1.458555058673952,0.026645088004184036,-0.2404643975474552,1.458555058673952,0.026645088004184036,-0.2404643975474552,-0.12832383956373394,1.4514938271851268,0.026516092438799814,-0.2393002489842551,-0.12770259161611228
s1210,0.0,0.0,4.0,94751.38121546962,94751.38121546962,1.0,4.200000000000001,1.4751075152465822,0.027023508900379037,-0.239618697519639,1.4751075152465822,0.027023508900379037,-0.239618697519639,-0.1349851516378322,1.467804873930398,0.026889726792590645,-0.23843244541085987,-0.13431689652067413
s1210,0.0,0.0,4.0,94751.38121546962,94751.38121546962,1.0,4.4,1.492139440127969,0.027435650975393164,-0.23884002439988825,1.492139440127969,0.027435650975393164,-0.23884002439988825,-0.14183027899046602,1.484582778452686,0.027296708242102494,-0.23763046367763332,-0.14111200601622576
s1210,0.0,0.0,4.0,94751.38121546962,94751.38121546962,1.0,4.600000000000001,1.509850688277953,0.0278727861851665,-0.2381728338906494,1.509850688277953,0.0278727861851665,-0.2381728338906494,-0.1488714056501802,1.5020237662405442,0.027728296318631763,-0.23693816862423359,-0.1480996704748614
s1210,0.0,0.0,4.0,94751.38121546962,94751.38121546962,1.0,4.800000000000001,1.5282768294019897,0.0283235621748829,-0.23762086292769546,1.5282768294019897,0.0283235621748829,-0.23762086292769546,-0.15610713655488773,1.520162055673115,0.028173171032504052,-0.23635915464368468,-0.15527824609065088
s1210,0.0,0.0,4.0,94751.38121546962,94751.38121546962,1.0,5.0,1.5473104791068737,0.028776615367578657,-0.2371521627129157,1.5473104791068737,0.028776615367578657,-0.2371521627129157,-0.1635241057260017,1.5388911271585552,0.02862003370156365,-0.23586175102751344,-0.16263432502798955
s1210,0.0,0.0,4.0,94751.38121546962,94751.38121546962,1.0,5.200000000000001,1.5667674356956531,0.029221418642572404,-0.236716760435238,1.5667674356956531,0.029221418642572404,-0.236716760435238,-0.1711013301985204,1.558029044143482,0.02905844091403969,-0.2353965110526447,-0.17014704024820104
s1210,0.0,0.0,4.0,94751.38121546962,94751.38121546962,1.0,5.4,1.5864508394157928,0.02964868009011927,-0.23626334927801962,1.5864508394157928,0.02964868009011927,-0.23626334927801962,-0.17881531085856886,1.5773816955880822,0.029479189717421625,-0.23491272041352357,-0.17779309086127582
s1210,0.0,0.0,4.0,94751.38121546962,94751.38121546962,1.0,5.600000000000001,1.6061897768249096,0.030050627921317716,-0.2357491903859909,1.6061897768249096,0.030050627921317716,-0.2357491903859909,-0.18664386428003032,1.5967807746462679,0.029874592419373385,-0.23436818007328697,-0.18555051120869373
